"","Age","Gender","Session","Trial","Advisor","stm_Coh","stm_Dir","Decicion_1","Confidence_1","RT_1","Accuracy_1","Score_1","Score_2","Decision_2","Confidence_2","RT_2","Accuracy_2","avd_Decision","adv_Confidence","adv_Accuracy","Subject_ID"
"1265",21,1,1,65,1,0.027931,1,1,0.7,3513,1,82,92,1,0.8,5873,1,1,1,1,6
"1266",21,1,1,66,1,0.027931,1,1,0.7,2216,1,82,82,1,0.7,4457,1,1,0.7,1,6
"1267",21,1,1,67,1,0.027931,1,1,0.8,2321,1,92,98,1,0.9,5361,1,1,0.9,1,6
"1268",21,1,1,68,1,0.027931,1,1,0.6,1668,1,68,68,1,0.6,3849,1,0,-0.6,0,6
"1269",21,1,1,69,1,0.027931,1,1,0.7,3193,1,82,82,1,0.7,4728,1,1,0.6,1,6
"1270",21,1,1,70,1,0.027931,1,1,0.8,2935,1,92,98,1,0.9,5496,1,1,0.9,1,6
"1271",21,1,1,71,1,0.027931,0,0,-0.8,1197,1,92,98,0,-0.9,5087,1,0,-0.7,1,6
"1272",21,1,1,72,1,0.027931,0,1,0.6,1961,0,28,2,1,0.7,4243,0,1,1,0,6
"1273",21,1,1,73,1,0.027931,1,1,0.7,4434,1,82,82,1,0.7,6154,1,1,0.7,1,6
"1274",21,1,1,74,1,0.027931,1,1,0.9,1952,1,98,100,1,1,3737,1,1,1,1,6
"1275",21,1,1,75,1,0.027931,0,0,-0.6,850,1,68,28,1,0.6,5995,0,1,0.9,0,6
"1276",21,1,1,76,1,0.027931,1,1,0.6,1945,1,68,68,1,0.6,5206,1,0,-0.9,0,6
"1277",21,1,1,77,1,0.027931,0,0,-0.9,1990,1,98,100,0,-1,3880,1,0,-1,1,6
"1278",21,1,1,78,1,0.027931,1,1,0.7,1493,1,82,82,1,0.7,3838,1,1,0.6,1,6
"1279",21,1,1,79,1,0.027931,1,1,0.7,3338,1,82,82,1,0.7,5418,1,1,0.7,1,6
"1280",21,1,1,80,1,0.027931,0,0,-0.8,1471,1,92,98,0,-0.9,4881,1,0,-0.7,1,6
"1281",21,1,1,81,1,0.027931,1,1,0.8,1678,1,92,98,1,0.9,4753,1,1,1,1,6
"1282",21,1,1,82,1,0.027931,1,1,1,3626,1,100,98,1,0.9,6802,1,0,-0.6,0,6
"1283",21,1,1,83,1,0.027931,0,1,0.7,2220,0,2,2,1,0.7,5900,0,0,-0.9,1,6
"1284",21,1,1,84,1,0.027931,0,0,-0.7,1180,1,82,92,0,-0.8,4071,1,0,-0.8,1,6
"1285",21,1,1,85,1,0.027931,1,1,0.7,4976,1,82,82,1,0.7,7081,1,1,0.7,1,6
"1286",21,1,1,86,1,0.027931,1,1,1,1664,1,100,100,1,1,3724,1,1,0.8,1,6
"1287",21,1,1,87,1,0.027931,0,0,-0.6,2194,1,68,68,0,-0.6,5709,1,1,0.7,0,6
"1288",21,1,1,88,1,0.027931,1,1,0.7,2019,1,82,92,1,0.8,4619,1,1,0.9,1,6
"1289",21,1,1,89,1,0.027931,1,1,0.6,1167,1,68,68,1,0.6,4822,1,0,-0.9,0,6
"1290",21,1,1,90,1,0.027931,1,0,-0.6,2931,0,28,28,0,-0.6,5181,0,1,0.9,1,6
"1291",21,1,1,91,1,0.027931,1,1,0.7,1782,1,82,98,1,0.9,5077,1,1,1,1,6
"1292",21,1,1,92,1,0.027931,1,1,0.6,1304,1,68,82,1,0.7,3838,1,1,0.9,1,6
"1293",21,1,1,93,1,0.027931,1,1,0.7,1628,1,82,92,1,0.8,4578,1,1,1,1,6
"1294",21,1,1,94,1,0.027931,1,1,0.7,2254,1,82,92,1,0.8,4449,1,1,0.9,1,6
"1295",21,1,1,95,1,0.027931,1,1,0.7,1535,1,82,82,1,0.7,3745,1,1,0.6,1,6
"1296",21,1,1,96,1,0.027931,1,1,0.7,1636,1,82,92,1,0.8,4391,1,1,0.7,1,6
"1297",21,1,1,97,1,0.027931,0,0,-1,2072,1,100,100,0,-1,3617,1,0,-1,1,6
"1298",21,1,1,98,1,0.027931,1,1,0.8,1606,1,92,98,1,0.9,3991,1,1,0.9,1,6
"1299",21,1,1,99,1,0.027931,1,1,0.9,2080,1,98,100,1,1,4215,1,1,0.8,1,6
"1300",21,1,1,100,1,0.027931,0,1,0.8,2622,0,-28,-28,1,0.8,5482,0,0,-0.9,1,6
"1301",21,1,1,101,1,0.027931,0,0,-0.9,4895,1,98,100,0,-1,12635,1,0,-0.9,1,6
"1302",21,1,1,102,1,0.027931,0,0,-0.8,1163,1,92,100,0,-1,3923,1,0,-1,1,6
"1303",21,1,1,103,1,0.027931,0,0,-1,3781,1,100,100,0,-1,9121,1,0,-0.7,1,6
"1304",21,1,1,104,1,0.027931,1,1,0.9,8239,1,98,100,1,1,10734,1,1,0.9,1,6
"1305",21,1,1,105,1,0.027931,1,1,1,2403,1,100,100,1,1,5353,1,1,0.6,1,6
"1306",21,1,1,106,1,0.027931,0,0,-0.9,4357,1,98,100,0,-1,6887,1,0,-0.9,1,6
"1307",21,1,1,107,1,0.027931,0,0,-1,1712,1,100,100,0,-1,4392,1,0,-0.7,1,6
"1308",21,1,1,108,1,0.027931,0,0,-1,4250,1,100,100,0,-1,6945,1,0,-0.8,1,6
"1309",21,1,1,109,1,0.027931,1,0,-0.6,3160,0,28,28,0,-0.6,5250,0,0,-0.6,0,6
"1310",21,1,1,110,1,0.027931,1,1,0.8,1627,1,92,100,1,1,4948,1,1,1,1,6
"1311",21,1,1,111,1,0.027931,0,0,-1,5423,1,100,98,0,-0.9,7583,1,1,0.6,0,6
"1312",21,1,1,112,1,0.027931,0,0,-1,1625,1,100,100,0,-1,4611,1,1,0.8,0,6
"1313",21,1,1,113,1,0.027931,0,0,-0.7,3757,1,82,92,0,-0.8,6667,1,0,-0.8,1,6
"1314",21,1,1,114,1,0.027931,0,0,-0.6,1469,1,68,92,0,-0.8,4774,1,0,-1,1,6
"1315",21,1,1,115,1,0.027931,0,0,-0.9,1952,1,98,98,0,-0.9,4282,1,1,0.6,0,6
"1316",21,1,1,116,1,0.027931,0,0,-1,3414,1,100,100,0,-1,5449,1,0,-0.7,1,6
"1317",21,1,1,117,1,0.027931,1,0,-0.6,1318,0,28,2,0,-0.7,4478,0,0,-0.6,0,6
"1318",21,1,1,118,1,0.027931,1,1,0.9,3945,1,98,100,1,1,6520,1,1,0.7,1,6
"1319",21,1,1,119,1,0.027931,0,0,-1,1660,1,100,100,0,-1,3650,1,0,-1,1,6
"1320",21,1,1,120,1,0.027931,0,0,-1,2177,1,100,100,0,-1,5642,1,1,0.7,0,6
"1321",21,1,2,121,2,0.027931,0,0,-0.9,1989,1,98,100,0,-1,4841,1,0,-1,1,6
"1322",21,1,2,122,2,0.027931,1,1,0.7,1271,1,82,98,1,0.9,5326,1,1,0.7,1,6
"1323",21,1,2,123,2,0.027931,1,1,0.6,4587,1,68,92,1,0.8,6957,1,1,1,1,6
"1324",21,1,2,124,2,0.027931,1,1,1,1435,1,100,100,1,1,4925,1,1,0.6,1,6
"1325",21,1,2,125,2,0.027931,1,1,0.9,1535,1,98,100,1,1,4820,1,1,0.7,1,6
"1326",21,1,2,126,2,0.027931,0,0,-1,1611,1,100,100,0,-1,3846,1,0,-0.9,1,6
"1327",21,1,2,127,2,0.027931,0,0,-0.7,2159,1,82,82,0,-0.7,6185,1,1,0.6,0,6
"1328",21,1,2,128,2,0.027931,1,1,0.9,1722,1,98,100,1,1,4342,1,1,0.8,1,6
"1329",21,1,2,129,2,0.027931,1,1,1,1793,1,100,100,1,1,4299,1,1,0.6,1,6
"1330",21,1,2,130,2,0.027931,1,1,0.6,1087,1,68,82,1,0.7,4222,1,1,0.6,1,6
"1331",21,1,2,131,2,0.027931,1,1,0.7,1306,1,82,100,1,1,4772,1,1,1,1,6
"1332",21,1,2,132,2,0.027931,0,0,-0.9,2120,1,98,98,0,-0.9,5280,1,1,0.6,0,6
"1333",21,1,2,133,2,0.027931,0,0,-0.7,2060,1,82,82,0,-0.7,4876,1,1,0.6,0,6
"1334",21,1,2,134,2,0.027931,1,1,1,3532,1,100,100,1,1,7852,1,0,-0.6,0,6
"1335",21,1,2,135,2,0.027931,1,1,1,3875,1,100,100,1,1,5980,1,1,0.8,1,6
"1336",21,1,2,136,2,0.027931,0,1,0.7,1319,0,2,2,1,0.7,5224,0,0,-0.8,1,6
"1337",21,1,2,137,2,0.027931,0,0,-1,1676,1,100,100,0,-1,3951,1,0,-0.7,1,6
"1338",21,1,2,138,2,0.027931,1,1,0.9,4932,1,98,100,1,1,7347,1,1,0.7,1,6
"1339",21,1,2,139,2,0.027931,0,0,-0.6,1386,1,68,92,0,-0.8,5761,1,0,-1,1,6
"1340",21,1,2,140,2,0.027931,1,1,0.8,3905,1,92,98,1,0.9,10836,1,1,0.7,1,6
"1341",21,1,2,141,2,0.027931,1,1,0.7,1523,1,82,100,1,1,6958,1,1,1,1,6
"1342",21,1,2,142,2,0.027931,0,0,-0.9,1512,1,98,98,0,-0.9,4722,1,1,0.7,0,6
"1343",21,1,2,143,2,0.027931,0,0,-0.9,4809,1,98,100,0,-1,7270,1,0,-0.7,1,6
"1344",21,1,2,144,2,0.027931,1,1,0.6,1583,1,68,92,1,0.8,5048,1,1,0.8,1,6
"1345",21,1,2,145,2,0.027931,1,1,0.6,3830,1,68,82,1,0.7,8890,1,1,0.9,1,6
"1346",21,1,2,146,2,0.027931,1,1,0.9,2153,1,98,100,1,1,4648,1,1,0.7,1,6
"1347",21,1,2,147,2,0.027931,1,1,0.9,1425,1,98,100,1,1,3535,1,1,1,1,6
"1348",21,1,2,148,2,0.027931,0,0,-0.8,1777,1,92,98,0,-0.9,6042,1,0,-0.6,1,6
"1349",21,1,2,149,2,0.027931,1,1,0.9,1461,1,98,100,1,1,4956,1,1,0.6,1,6
"1350",21,1,2,150,2,0.027931,1,0,-0.6,1510,0,28,28,0,-0.6,5110,0,1,0.7,1,6
"1351",21,1,2,151,2,0.027931,1,1,0.6,1298,1,68,92,1,0.8,5053,1,1,1,1,6
"1352",21,1,2,152,2,0.027931,1,1,0.6,2848,1,68,82,1,0.7,7274,1,1,0.9,1,6
"1353",21,1,2,153,2,0.027931,1,1,0.8,1051,1,92,100,1,1,5966,1,1,0.9,1,6
"1354",21,1,2,154,2,0.027931,1,1,0.9,1494,1,98,98,1,0.9,4545,1,0,-0.6,0,6
"1355",21,1,2,155,2,0.027931,0,0,-0.6,834,1,68,82,0,-0.7,6669,1,0,-0.7,1,6
"1356",21,1,2,156,2,0.027931,0,0,-0.9,1952,1,98,100,0,-1,4193,1,0,-0.7,1,6
"1357",21,1,2,157,2,0.027931,1,1,0.9,2171,1,98,100,1,1,4356,1,1,0.7,1,6
"1358",21,1,2,158,2,0.027931,0,0,-0.6,1115,1,68,98,0,-0.9,4716,1,0,-1,1,6
"1359",21,1,2,159,2,0.027931,0,0,-0.8,1236,1,92,100,0,-1,3821,1,0,-0.8,1,6
"1360",21,1,2,160,2,0.027931,0,0,-0.9,1339,1,98,100,0,-1,3529,1,0,-1,1,6
"1361",21,1,2,161,2,0.027931,0,0,-0.9,1418,1,98,100,0,-1,3658,1,0,-0.8,1,6
"1362",21,1,2,162,2,0.027931,0,0,-0.9,2446,1,98,100,0,-1,7216,1,0,-0.7,1,6
"1363",21,1,2,163,2,0.027931,1,1,0.9,1473,1,98,100,1,1,3618,1,1,1,1,6
"1364",21,1,2,164,2,0.027931,0,0,-0.9,2910,1,98,100,0,-1,5680,1,0,-0.8,1,6
"1365",21,1,2,165,2,0.027931,0,0,-0.9,1540,1,98,100,0,-1,5340,1,0,-0.9,1,6
"1366",21,1,2,166,2,0.027931,0,0,-0.6,1195,1,68,68,0,-0.6,4240,1,1,0.6,0,6
"1367",21,1,2,167,2,0.027931,1,0,-0.6,1167,0,28,68,1,0.6,8772,1,1,0.9,1,6
"1368",21,1,2,168,2,0.027931,1,1,0.8,2293,1,92,98,1,0.9,4823,1,1,0.9,1,6
"1369",21,1,2,169,2,0.027931,1,1,0.9,1267,1,98,100,1,1,3437,1,1,0.9,1,6
"1370",21,1,2,170,2,0.027931,0,0,-0.9,1579,1,98,100,0,-1,3780,1,0,-0.9,1,6
"1371",21,1,2,171,2,0.027931,1,1,0.6,920,1,68,92,1,0.8,4070,1,1,1,1,6
"1372",21,1,2,172,2,0.027931,1,1,0.8,1719,1,92,98,1,0.9,4849,1,1,0.9,1,6
"1373",21,1,2,173,2,0.027931,1,1,0.9,1241,1,98,100,1,1,3660,1,1,0.9,1,6
"1374",21,1,2,174,2,0.027931,1,0,-0.6,828,0,28,28,0,-0.6,3653,0,1,0.6,1,6
"1375",21,1,2,175,2,0.027931,0,1,0.6,1927,0,28,68,0,-0.6,4382,1,0,-0.6,1,6
"1376",21,1,2,176,2,0.027931,0,1,0.6,2452,0,28,68,0,-0.6,5317,1,0,-0.7,1,6
"1377",21,1,2,177,2,0.027931,0,0,-0.6,963,1,68,92,0,-0.8,4398,1,0,-1,1,6
"1378",21,1,2,178,2,0.027931,0,0,-0.6,2988,1,68,82,0,-0.7,9359,1,0,-0.7,1,6
"1379",21,1,2,179,2,0.027931,1,1,0.8,1973,1,92,100,1,1,4338,1,1,1,1,6
"1380",21,1,2,180,2,0.027931,1,1,0.9,3544,1,98,100,1,1,5804,1,1,0.9,1,6
"1381",21,1,2,181,2,0.027931,0,1,0.8,1773,0,-28,-28,1,0.8,5028,0,0,-0.6,1,6
"1382",21,1,2,182,2,0.027931,0,0,-0.8,1677,1,92,98,0,-0.9,5233,1,0,-0.6,1,6
"1383",21,1,2,183,2,0.027931,0,0,-0.6,834,1,68,92,0,-0.8,3899,1,0,-0.9,1,6
"1384",21,1,2,184,2,0.027931,0,0,-0.9,1655,1,98,100,0,-1,3775,1,0,-1,1,6
"1385",21,1,2,185,2,0.027931,1,1,0.7,1541,1,82,100,1,1,5316,1,1,1,1,6
"1386",21,1,2,186,2,0.027931,0,0,-0.8,1113,1,92,100,0,-1,5163,1,0,-0.7,1,6
"1387",21,1,2,187,2,0.027931,1,1,0.9,2947,1,98,100,1,1,5082,1,1,0.8,1,6
"1388",21,1,2,188,2,0.027931,1,1,0.9,2274,1,98,100,1,1,5435,1,1,0.7,1,6
"1389",21,1,2,189,2,0.027931,0,0,-0.6,1009,1,68,92,0,-0.8,4109,1,0,-1,1,6
"1390",21,1,2,190,2,0.027931,0,0,-0.6,1461,1,68,82,0,-0.7,6087,1,0,-0.8,1,6
"1391",21,1,2,191,2,0.027931,1,1,0.8,1173,1,92,82,1,0.7,6853,1,0,-0.6,0,6
"1392",21,1,2,192,2,0.027931,1,1,0.9,1867,1,98,100,1,1,5267,1,1,0.6,1,6
"1393",21,1,2,193,2,0.027931,1,1,0.9,1917,1,98,100,1,1,4157,1,1,0.8,1,6
"1394",21,1,2,194,2,0.027931,0,0,-0.6,1054,1,68,82,0,-0.7,4350,1,0,-0.6,1,6
"1395",21,1,2,195,2,0.027931,0,0,-0.6,1353,1,68,92,0,-0.8,3803,1,0,-0.7,1,6
"1396",21,1,2,196,2,0.027931,0,0,-0.8,1451,1,92,100,0,-1,4097,1,0,-1,1,6
"1397",21,1,2,197,2,0.027931,0,1,0.6,763,0,28,68,0,-0.6,4313,1,0,-0.6,1,6
"1398",21,1,2,198,2,0.027931,1,1,0.6,777,1,68,92,1,0.8,4187,1,1,0.8,1,6
"1399",21,1,2,199,2,0.027931,1,1,0.9,3080,1,98,100,1,1,5515,1,1,1,1,6
"1400",21,1,2,200,2,0.027931,1,1,0.8,1525,1,92,98,1,0.9,4941,1,1,0.6,1,6
"1401",21,1,2,201,2,0.027931,1,1,0.7,1979,1,82,100,1,1,5019,1,1,0.7,1,6
"1402",21,1,2,202,2,0.027931,0,0,-0.9,3259,1,98,100,0,-1,5825,1,0,-0.9,1,6
"1403",21,1,2,203,2,0.027931,1,1,0.9,1742,1,98,100,1,1,3977,1,1,0.8,1,6
"1404",21,1,2,204,2,0.027931,1,1,0.9,2895,1,98,100,1,1,5001,1,1,0.6,1,6
"1405",21,1,2,205,2,0.027931,0,0,-0.7,1129,1,82,98,0,-0.9,4894,1,0,-1,1,6
"1406",21,1,2,206,2,0.027931,1,0,-0.6,1156,0,28,2,0,-0.7,4427,0,0,-0.7,0,6
"1407",21,1,2,207,2,0.027931,1,1,0.8,1937,1,92,100,1,1,6562,1,1,0.7,1,6
"1408",21,1,2,208,2,0.027931,0,0,-0.9,5154,1,98,100,0,-1,7019,1,0,-0.7,1,6
"1409",21,1,2,209,2,0.027931,1,1,0.6,620,1,68,92,1,0.8,2980,1,1,0.8,1,6
"1410",21,1,2,210,2,0.027931,0,0,-0.6,808,1,68,98,0,-0.9,3274,1,0,-0.8,1,6
"1411",21,1,2,211,2,0.027931,1,0,-0.6,750,0,28,68,1,0.6,2940,1,1,0.8,1,6
"1412",21,1,2,212,2,0.027931,0,0,-0.9,6311,1,98,100,0,-1,8571,1,0,-0.8,1,6
"1413",21,1,2,213,2,0.027931,0,0,-0.9,2238,1,98,100,0,-1,4223,1,0,-0.9,1,6
"1414",21,1,2,214,2,0.027931,0,0,-0.6,4331,1,68,98,0,-0.9,7901,1,0,-0.9,1,6
"1415",21,1,2,215,2,0.027931,1,1,0.7,1043,1,82,100,1,1,4549,1,1,0.9,1,6
"1416",21,1,2,216,2,0.027931,0,0,-0.6,1075,1,68,98,0,-0.9,6015,1,0,-0.9,1,6
"1417",21,1,2,217,2,0.027931,1,1,0.9,2270,1,98,100,1,1,4566,1,1,0.8,1,6
"1418",21,1,2,218,2,0.027931,0,0,-0.7,3449,1,82,100,0,-1,6759,1,0,-1,1,6
"1419",21,1,2,219,2,0.027931,0,0,-0.6,2590,1,68,92,0,-0.8,5600,1,0,-0.8,1,6
"1420",21,1,2,220,2,0.027931,0,0,-0.8,1053,1,92,98,0,-0.9,3638,1,0,-0.6,1,6
"1421",21,1,2,221,2,0.027931,0,0,-0.6,1713,1,68,92,0,-0.8,4899,1,0,-0.9,1,6
"1422",21,1,2,222,2,0.027931,0,0,-0.8,1253,1,92,100,0,-1,4758,1,0,-0.8,1,6
"1423",21,1,2,223,2,0.027931,0,0,-0.9,1691,1,98,100,0,-1,3887,1,0,-0.8,1,6
"1424",21,1,2,224,2,0.027931,0,0,-0.9,1583,1,98,100,0,-1,3613,1,0,-0.8,1,6
"1425",21,1,2,225,2,0.027931,1,1,0.9,1305,1,98,100,1,1,3155,1,1,0.8,1,6
"1426",21,1,2,226,2,0.027931,1,1,0.9,1305,1,98,98,1,0.9,3380,1,0,-0.6,0,6
"1427",21,1,2,227,2,0.027931,0,1,0.6,780,0,28,68,0,-0.6,4020,1,0,-0.8,1,6
"1428",21,1,2,228,2,0.027931,0,0,-0.6,2292,1,68,82,0,-0.7,4692,1,0,-0.6,1,6
"1429",21,1,2,229,2,0.027931,1,1,0.8,916,1,92,100,1,1,4251,1,1,0.9,1,6
"1430",21,1,2,230,2,0.027931,1,1,0.9,1377,1,98,100,1,1,3848,1,1,0.7,1,6
"1431",21,1,2,231,2,0.027931,0,0,-0.7,1484,1,82,98,0,-0.9,3779,1,0,-0.9,1,6
"1432",21,1,2,232,2,0.027931,1,1,0.6,881,1,68,98,1,0.9,4312,1,1,0.9,1,6
"1433",21,1,2,233,2,0.027931,0,0,-0.9,1289,1,98,100,0,-1,3329,1,0,-0.9,1,6
"1434",21,1,2,234,2,0.027931,0,1,0.6,859,0,28,68,0,-0.6,3599,1,0,-0.9,1,6
"1435",21,1,2,235,2,0.027931,1,1,0.8,1181,1,92,100,1,1,3311,1,1,0.8,1,6
"1436",21,1,2,236,2,0.027931,1,1,0.6,720,1,68,98,1,0.9,3295,1,1,1,1,6
"1437",21,1,2,237,2,0.027931,0,0,-0.9,3126,1,98,100,0,-1,4931,1,0,-1,1,6
"1438",21,1,2,238,2,0.027931,0,0,-0.9,1090,1,98,100,0,-1,3025,1,0,-0.7,1,6
"1439",21,1,2,239,2,0.027931,0,0,-0.6,1387,1,68,98,0,-0.9,3753,1,0,-1,1,6
"1440",21,1,2,240,2,0.027931,1,1,0.9,1558,1,98,100,1,1,3373,1,1,1,1,6
"1441",23,1,1,1,2,0.054622,1,0,-0.9,3624,0,-62,-28,0,-0.8,8744,0,1,0.6,1,7
"1442",23,1,1,2,2,0.054622,0,0,-0.7,1701,1,82,92,0,-0.8,4296,1,0,-1,1,7
"1443",23,1,1,3,2,0.054622,1,1,0.6,751,1,68,82,1,0.7,6326,1,1,0.8,1,7
"1444",23,1,1,4,2,0.054622,1,0,-0.6,1558,0,28,68,1,0.6,4745,1,1,0.8,1,7
"1445",23,1,1,5,2,0.054622,1,0,-0.6,1523,0,28,28,0,-0.6,3668,0,0,-0.7,0,7
"1446",23,1,1,6,2,0.054622,0,0,-0.7,931,1,82,68,0,-0.6,5732,1,1,0.7,0,7
"1447",23,1,1,7,2,0.054622,1,0,-0.8,1052,0,-28,2,0,-0.7,5812,0,1,1,1,7
"1448",23,1,1,8,2,0.054622,1,0,-0.6,764,0,28,28,0,-0.6,2619,0,1,0.7,1,7
"1449",23,1,1,9,2,0.054622,1,0,-0.6,1367,0,28,68,1,0.6,5767,1,1,0.8,1,7
"1450",23,1,1,10,2,0.054622,1,0,-0.7,1242,0,2,2,0,-0.7,3302,0,1,0.8,1,7
"1451",23,1,1,11,2,0.054622,0,0,-0.8,1048,1,92,92,0,-0.8,2578,1,0,-0.8,1,7
"1452",23,1,1,12,2,0.054622,0,1,0.7,667,0,2,2,1,0.7,2492,0,1,0.6,0,7
"1453",23,1,1,13,2,0.054622,1,1,0.6,486,1,68,82,1,0.7,2502,1,1,0.6,1,7
"1454",23,1,1,14,2,0.054622,0,0,-0.7,1911,1,82,68,0,-0.6,4846,1,1,1,0,7
"1455",23,1,1,15,2,0.054622,1,1,0.6,524,1,68,82,1,0.7,2894,1,1,0.7,1,7
"1456",23,1,1,16,2,0.054622,1,1,0.7,934,1,82,92,1,0.8,2909,1,1,0.8,1,7
"1457",23,1,1,17,2,0.054622,0,0,-0.9,1937,1,98,98,0,-0.9,5402,1,1,0.6,0,7
"1458",23,1,1,18,2,0.054622,0,0,-0.8,899,1,92,92,0,-0.8,2279,1,0,-0.8,1,7
"1459",23,1,1,19,2,0.054622,1,1,0.7,725,1,82,92,1,0.8,3280,1,1,0.7,1,7
"1460",23,1,1,20,2,0.054622,0,1,0.6,618,0,28,28,1,0.6,4034,0,0,-0.9,1,7
"1461",23,1,1,21,2,0.054622,0,1,0.6,528,0,28,68,0,-0.6,3293,1,0,-0.7,1,7
"1462",23,1,1,22,2,0.054622,0,1,0.7,809,0,2,28,1,0.6,3109,0,0,-1,1,7
"1463",23,1,1,23,2,0.054622,1,1,0.6,857,1,68,82,1,0.7,2847,1,1,0.9,1,7
"1464",23,1,1,24,2,0.054622,0,0,-0.6,759,1,68,28,1,0.6,2964,0,1,0.8,0,7
"1465",23,1,1,25,2,0.054622,1,1,0.6,929,1,68,82,1,0.7,2915,1,1,0.6,1,7
"1466",23,1,1,26,2,0.054622,0,0,-1,1325,1,100,100,0,-1,3405,1,1,0.6,0,7
"1467",23,1,1,27,2,0.054622,1,1,0.9,1741,1,98,100,1,1,3716,1,1,1,1,7
"1468",23,1,1,28,2,0.054622,0,1,0.7,686,0,2,28,1,0.6,10551,0,0,-1,1,7
"1469",23,1,1,29,2,0.054622,0,0,-0.9,1005,1,98,100,0,-1,2925,1,0,-1,1,7
"1470",23,1,1,30,2,0.054622,0,1,0.8,946,0,-28,-28,1,0.8,2811,0,0,-0.6,1,7
"1471",23,1,1,31,2,0.054622,1,0,-1,2224,0,-100,-100,0,-1,3659,0,1,0.6,1,7
"1472",23,1,1,32,2,0.054622,0,0,-0.7,690,1,82,82,0,-0.7,2385,1,0,-0.6,1,7
"1473",23,1,1,33,2,0.054622,0,0,-0.7,934,1,82,82,0,-0.7,2550,1,1,0.6,0,7
"1474",23,1,1,34,2,0.054622,0,1,0.6,1093,0,28,68,0,-0.6,3853,1,0,-0.6,1,7
"1475",23,1,1,35,2,0.054622,0,1,0.7,688,0,2,2,1,0.7,2263,0,1,0.7,0,7
"1476",23,1,1,36,2,0.054622,1,0,-0.7,845,0,2,28,0,-0.6,3980,0,1,0.9,1,7
"1477",23,1,1,37,2,0.054622,1,1,0.6,437,1,68,82,1,0.7,2342,1,1,1,1,7
"1478",23,1,1,38,2,0.054622,0,1,0.6,611,0,28,68,0,-0.6,2632,1,0,-1,1,7
"1479",23,1,1,39,2,0.054622,0,0,-0.6,1482,1,68,68,0,-0.6,3627,1,0,-0.8,1,7
"1480",23,1,1,40,2,0.054622,0,1,0.8,1167,0,-28,-28,1,0.8,4517,0,0,-0.8,1,7
"1481",23,1,1,41,2,0.054622,0,0,-0.7,1047,1,82,92,0,-0.8,2832,1,0,-1,1,7
"1482",23,1,1,42,2,0.054622,1,1,0.6,478,1,68,92,1,0.8,3098,1,1,0.8,1,7
"1483",23,1,1,43,2,0.054622,1,0,-0.7,1417,0,2,-28,0,-0.8,3177,0,0,-0.7,0,7
"1484",23,1,1,44,2,0.054622,0,0,-0.6,643,1,68,28,1,0.6,2623,0,1,0.8,0,7
"1485",23,1,1,45,2,0.054622,0,0,-0.6,710,1,68,92,0,-0.8,2710,1,0,-0.9,1,7
"1486",23,1,1,46,2,0.054622,0,1,0.7,1282,0,2,2,1,0.7,5242,0,0,-0.6,1,7
"1487",23,1,1,47,2,0.054622,1,1,0.6,543,1,68,82,1,0.7,2318,1,1,0.8,1,7
"1488",23,1,1,48,2,0.054622,1,0,-0.7,1036,0,2,2,0,-0.7,2676,0,0,-0.6,0,7
"1489",23,1,1,49,2,0.054622,0,1,0.6,1685,0,28,68,0,-0.6,3615,1,0,-1,1,7
"1490",23,1,1,50,2,0.054622,1,0,-0.7,1078,0,2,2,0,-0.7,2923,0,1,0.7,1,7
"1491",23,1,1,51,2,0.054622,0,0,-0.6,707,1,68,92,0,-0.8,2682,1,0,-0.9,1,7
"1492",23,1,1,52,2,0.054622,1,0,-0.7,752,0,2,28,0,-0.6,2542,0,1,0.9,1,7
"1493",23,1,1,53,2,0.054622,0,1,0.6,1199,0,28,28,1,0.6,3915,0,0,-0.6,1,7
"1494",23,1,1,54,2,0.054622,1,0,-0.8,827,0,-28,-28,0,-0.8,2762,0,1,1,1,7
"1495",23,1,1,55,2,0.054622,1,0,-0.6,1119,0,28,68,1,0.6,3159,1,1,0.9,1,7
"1496",23,1,1,56,2,0.054622,0,1,0.7,671,0,2,68,0,-0.6,3016,1,0,-0.9,1,7
"1497",23,1,1,57,2,0.054622,1,1,0.6,940,1,68,92,1,0.8,3035,1,1,0.9,1,7
"1498",23,1,1,58,2,0.054622,0,0,-0.6,588,1,68,92,0,-0.8,3564,1,0,-0.9,1,7
"1499",23,1,1,59,2,0.054622,1,0,-0.8,806,0,-28,-28,0,-0.8,2951,0,1,0.7,1,7
"1500",23,1,1,60,2,0.054622,0,1,0.6,888,0,28,68,0,-0.6,3848,1,0,-0.8,1,7
"1501",23,1,1,61,2,0.054622,1,1,0.6,679,1,68,82,1,0.7,2543,1,1,0.8,1,7
"1502",23,1,1,62,2,0.054622,1,0,-0.8,1145,0,-28,-28,0,-0.8,3021,0,1,0.7,1,7
"1503",23,1,1,63,2,0.054622,1,0,-0.6,1627,0,28,68,1,0.6,3387,1,1,1,1,7
"1504",23,1,1,64,2,0.054622,1,0,-0.6,615,0,28,2,0,-0.7,14776,0,0,-0.9,0,7
"1505",23,1,1,65,2,0.054622,1,1,0.7,1019,1,82,92,1,0.8,2834,1,1,0.9,1,7
"1506",23,1,1,66,2,0.054622,1,0,-0.7,1010,0,2,68,1,0.6,3845,1,1,1,1,7
"1507",23,1,1,67,2,0.054622,1,0,-0.6,1058,0,28,68,1,0.6,3083,1,1,0.9,1,7
